Name,Ratings,ReviewCount,Location,Cuisine,Cost (for two)
Patil Juice Centre,3.5,,"Mazgaon, Mumbai","Beverages, Desserts",300
"Xn0 Pancakes, Waffles & Shakes",3.5,,"Mazgaon, Mumbai","Desserts, Beverages",400
The Back Bencherz,4.1,704,"Mira Road, Mumbai","Continental, European, South American, Middle Eastern, Kebab, Desserts, Beverages, North Indian","1,800"
Bukhara Bar and Kitchen,4.1,496,"Mira Road, Mumbai","North Indian, Chinese, Italian, Continental, Kebab, Biryani","1,600"
Mumbai Menu,4,232,"Mira Road, Mumbai","North Indian, Chinese, Seafood, Kebab, Mughlai, Beverages","1,400"
Backyard Beer Garden,3.8,102,"Mira Road, Mumbai","Mughlai, Chinese, North Indian, Fast Food","1,000"
NHB1,3.8,84,"Mira Road, Mumbai","Chinese, North Indian, Continental, Thai, Finger Food","1,100"
Akshith Kitchen & Bar,3.8,15,"Mira Road, Mumbai","North Indian, South Indian, Chinese, Thai",900
The BonBon Club,3.6,8,"Mira Road, Mumbai","North Indian, Chinese, Thai, Desserts","2,200"
Timeless Restaurant,3.5,203,"Mira Road, Mumbai","North Indian, Chinese, Mughlai, Seafood, Biryani, Desserts",800
Gold Coin Restaurant,3.5,41,"Mira Road, Mumbai","Chinese, North Indian, Mangalorean",600
Faham Restaurant & Lounge,4.4,,"Mohammad Ali Road, Mumbai","Chinese, Mughlai, North Indian, Maharashtrian, Biryani","1,100"
Noor Mohammadi Hotel,4.2,,"Mohammad Ali Road, Mumbai","Mughlai, North Indian",350
Beyond Waffles,4,,"Mohammad Ali Road, Mumbai","Desserts, Ice Cream, Beverages",300
Roshan Bakery & Restaurant,4,,"Mohammad Ali Road, Mumbai","South Indian, North Indian, Mughlai, Chinese, Kebab, Beverages, Fast Food, Biryani",400
Shabbir's Tawakkal Sweets,3.9,,"Mohammad Ali Road, Mumbai",Mithai,400
Cafe Nizari,3.8,,"Mohammad Ali Road, Mumbai","Mughlai, North Indian, Chinese",300
Mashaallah Cuisine,3.8,,"Mohammad Ali Road, Mumbai","Chinese, Mughlai, Arabian, North Indian",700
Mohammedi Restaurant,3.8,,"Mohammad Ali Road, Mumbai","North Indian, Chinese, Seafood, Mughlai, Biryani",450
Nanumal Bhojraj,3.8,,"Mohammad Ali Road, Mumbai",North Indian,450
Shalimar Cool Point,3.8,,"Mohammad Ali Road, Mumbai","Chinese, Fast Food, Ice Cream, Beverages",600
Central Restaurant,3.7,,"Mohammad Ali Road, Mumbai","North Indian, Chinese, Fast Food, Mughlai, Sandwich, Beverages, Ice Cream, Desserts",600
It's Yummy,3.7,,"Mohammad Ali Road, Mumbai","Chinese, Italian, Fast Food, Beverages",300
Janata Tawa & Grill,3.7,,"Mohammad Ali Road, Mumbai","North Indian, Chinese, Mughlai, Seafood",650
Beyond Pancakes,3.6,,"Mohammad Ali Road, Mumbai","Desserts, Beverages",400
Grills & Spice,3.6,,"Mohammad Ali Road, Mumbai","North Indian, Mughlai, Chinese",500
Shabbir's Tawakkal Sweets & Eats,3.6,,"Mohammad Ali Road, Mumbai","Mithai, Fast Food, Rolls, Sandwich, Desserts, Pizza",300
Shamsi Cafe,3.6,,"Mohammad Ali Road, Mumbai",North Indian,200
Tawa,3.6,,"Mohammad Ali Road, Mumbai","North Indian, Sandwich, Rolls",300
Delicate'ssen,3.5,,"Mohammad Ali Road, Mumbai","Chinese, North Indian, Fast Food, Desserts, Beverages",500
Noorani Milk And Sweet Center,3.5,,"Mohammad Ali Road, Mumbai","Mithai, Desserts",400
Zam Zam Restaurant,3.5,,"Mohammad Ali Road, Mumbai","Mughlai, Malwani, Chinese, North Indian, Fast Food",500
Zee Chinese,3.5,,"Mohammad Ali Road, Mumbai","Chinese, North Indian, Lebanese",550
Bar Tales,4.2,936,"Mulund West, Mumbai","Continental, Italian, Mexican, Chinese","1,500"
Atithi,4.1,351,"Mulund West, Mumbai","North Indian, Mughlai, Chinese, Thai, Seafood","1,800"
Vishwa Samrat Dining Bar,4,514,"Mulund West, Mumbai","North Indian, Chinese, Mughlai, Continental","1,400"
Coriander Kitchen And Bar,4,312,"Mulund West, Mumbai","North Indian, Chinese, Mughlai","1,300"
Sorriso Brasserie And Bar,4,296,"Mulund West, Mumbai","North Indian, Chinese, Continental, Malwani, Desserts","1,100"
King's Shawarma,4.3,,"Mumbai Central, Mumbai",Lebanese,200
Sarovar Flavours,4,719,"Mumbai Central, Mumbai","North Indian, Chinese","1,000"
The Parfait Co.,4,,"Mumbai Central, Mumbai","Ice Cream, Desserts",400
Cafe Samundar,3.9,,"Mumbai Central, Mumbai","North Indian, Chinese",500
Sayeed Seekh Kabab Centre,3.9,,"Mumbai Central, Mumbai",Rolls,250
Barbecue Savour,3.8,,"Mumbai Central, Mumbai","North Indian, Mughlai, BBQ, Chinese",900
Kalpana,3.8,,"Mumbai Central, Mumbai","South Indian, North Indian, Chinese, Fast Food, Beverages",600
Khan's,3.8,,"Mumbai Central, Mumbai","Fast Food, Lebanese, Beverages",400
Mithaas,3.8,,"Mumbai Central, Mumbai","Mithai, Street Food, Fast Food",600
The Kulfi House,3.8,,"Mumbai Central, Mumbai","Desserts, Ice Cream",200
Al Bareek,3.7,,"Mumbai Central, Mumbai","Chinese, Seafood",450
Amrut Punjab,3.7,,"Mumbai Central, Mumbai","North Indian, Chinese, Mughlai, Malwani",700
Bharti Fast Food,3.7,,"Mumbai Central, Mumbai",Street Food,100
Lawa Sisa Cafe,3.7,,"Mumbai Central, Mumbai",Fast Food,300
Red Dragon Xpress,3.7,,"Mumbai Central, Mumbai","Desserts, Beverages",450
Rizwan And Usman Kebabs,3.7,,"Mumbai Central, Mumbai","Rolls, North Indian",200
Sai Samrat Pure Veg,3.7,,"Mumbai Central, Mumbai","North Indian, South Indian, Chinese, Fast Food, Sandwich, Desserts, Beverages",600
7 Seven Spice,3.6,,"Mumbai Central, Mumbai","Fast Food, Chinese, Lebanese, Sandwich, Pizza, Burger",600
Arabia Restaurant,3.6,,"Mumbai Central, Mumbai","Chinese, Arabian, Malwani, North Indian, Beverages",500
Beans And Breads,3.6,,"Mumbai Central, Mumbai","Fast Food, Lebanese, Beverages",200
Cheezeria,3.6,,"Mumbai Central, Mumbai","Fast Food, Lebanese, Beverages",500
Foodaholic,3.6,,"Mumbai Central, Mumbai","Fast Food, Beverages, Sandwich, Pizza, Lebanese, Burger",450
Forge,3.6,,"Mumbai Central, Mumbai","Fast Food, Cafe, Italian, Chinese, Beverages, Healthy Food",500
Fries 4 All,3.6,,"Mumbai Central, Mumbai",Chinese,400
La Casa El Cafe,3.6,,"Mumbai Central, Mumbai","Fast Food, Desserts, Beverages",600
Cafe Zeenat,3.5,,"Mumbai Central, Mumbai","Chinese, Mughlai, North Indian",350
Kabab King,3.5,,"Mumbai Central, Mumbai",Chinese,250
Pratiksha Restaurant,3.5,,"Mumbai Central, Mumbai","North Indian, Chinese, Fast Food",600
Sahyadri,3.5,,"Mumbai Central, Mumbai","Chinese, North Indian, Mughlai, Seafood",700
The Veg Hut,3.5,,"Mumbai Central, Mumbai",Fast Food,300
Taj Icecream,4.6,,"Mumbai CST Area, Mumbai","Desserts, Ice Cream",150
Ustaadi,4.4,,"Mumbai CST Area, Mumbai","Mughlai, North Indian, Chinese, Continental, Biryani, Asian, Pasta, Desserts","1,500"
Aram,4.2,,"Mumbai CST Area, Mumbai","Maharashtrian, Fast Food",250
Badshah,4.2,,"Mumbai CST Area, Mumbai","Beverages, Fast Food, South Indian, Street Food, Desserts",350
Badshah Cold Drinks,4.2,,"Mumbai CST Area, Mumbai","Chinese, North Indian, Maharashtrian, Mughlai",400
Gulshan-e-Iran,4.2,,"Mumbai CST Area, Mumbai","Mughlai, Chinese, North Indian, Beverages",600
Hot Pot,4.1,,"Mumbai CST Area, Mumbai","Asian, Thai, Chinese",600
Hotel Grant House,4.1,,"Mumbai CST Area, Mumbai","Malwani, North Indian, Seafood",500
Sadanand,3.9,,"Mumbai CST Area, Mumbai","North Indian, South Indian, Fast Food, Chinese, Beverages",600
Charcoal Zaika,3.8,,"Mumbai CST Area, Mumbai","North Indian, Rolls, Kebab, Mughlai, Chinese, Coffee",600
New Bharat Restaurant,3.8,,"Mumbai CST Area, Mumbai",North Indian,350
Radio Restaurant,3.8,,"Mumbai CST Area, Mumbai","North Indian, Maharashtrian, Chinese, Biryani, Mughlai, Beverages",500
Snacks Station Sandwiches & More,3.7,,"Mumbai CST Area, Mumbai","Fast Food, Sandwich",400
Bawarchi,3.6,,"Mumbai CST Area, Mumbai","Biryani, Chinese, Malwani, North Indian, Mughlai, Desserts, Beverages, Juices",800
Cafe Firdos,3.6,,"Mumbai CST Area, Mumbai","North Indian, Chinese, Malwani, Beverages, Mughlai, Biryani, Juices",500
Juice Truck,3.6,,"Mumbai CST Area, Mumbai","Pizza, Sandwich, Burger, Fast Food, Juices, Beverages, Desserts",300
Prabhu's Veg Diet,3.6,,"Mumbai CST Area, Mumbai","South Indian, Street Food, North Indian, Chinese, Sandwich, Beverages, Biryani, Juices",500
DAZZEL,3.5,,"Mumbai CST Area, Mumbai","Fast Food, North Indian, Chinese","1,200"
Hotel Abhinandan,3.6,9,"Nalasopara, Mumbai","North Indian, Chinese, Mughlai, Seafood, Biryani",500
The Sassy Spoon,4.5,"3,110","Nariman Point, Mumbai","Continental, Salad, Fast Food, Beverages","2,000"
Videsi Adda,4,545,"Naupada, Thane West, Thane","Fast Food, North Indian, Italian, Continental, Chinese","1,000"
The Shelter,3.9,334,"Naupada, Thane West, Thane","North Indian, Chinese, Mughlai","1,600"
Hotel Sai Palace,4.3,,"Near Andheri East Station, Mumbai","Mughlai, Chinese, North Indian, Malwani","1,100"
Jeden-The Cake Expert,4,,"Near Andheri East Station, Mumbai","Bakery, Desserts",500
Mom's Magic Pizza And More,3.9,,"Near Andheri East Station, Mumbai","Pizza, Italian, Fast Food, Burger",400
New Laxmi Fish & Kabab Corner,3.9,,"Near Andheri East Station, Mumbai","Mughlai, Maharashtrian, Biryani, Seafood",600
Regency Restaurant & Bar,3.9,,"Near Andheri East Station, Mumbai","North Indian, Mughlai, Seafood, Chinese, Fast Food, Sandwich","1,200"
The Indian Toss,3.9,,"Near Andheri East Station, Mumbai","North Indian, Chinese, Italian, Fast Food, Desserts",600
Cafe Kanhoba,3.8,,"Near Andheri East Station, Mumbai","Fast Food, Chinese, Desserts, Beverages",300
MNT Restaurant,3.8,,"Near Andheri East Station, Mumbai","North Indian, Chinese",500
The Coast Restaurant & Bar,3.8,,"Near Andheri East Station, Mumbai","North Indian, Mughlai, Asian, Chinese, Seafood","1,500"
Krishna Hotel,3.7,,"Near Andheri East Station, Mumbai","North Indian, Chinese",250
The Momo House,3.7,,"Near Andheri East Station, Mumbai","Fast Food, Momos, Beverages",300
The Square Meal,3.7,,"Near Andheri East Station, Mumbai","North Indian, Chinese","1,200"
Vaibhav Cafe & Veg Restaurant,3.7,,"Near Andheri East Station, Mumbai","South Indian, North Indian, Chinese, Fast Food, Desserts, Beverages",700
Cholewala,3.6,,"Near Andheri East Station, Mumbai","North Indian, Fast Food",400
Diet House,3.6,,"Near Andheri East Station, Mumbai","Healthy Food, Juices",200
Mi & Me - Minerals And Meals,3.6,,"Near Andheri East Station, Mumbai","Chinese, Fast Food, Beverages",400
Rome Pizzeria,3.6,,"Near Andheri East Station, Mumbai","Pizza, Burger, Wraps, Fast Food",500
Suyog Lunch Home,3.6,,"Near Andheri East Station, Mumbai","Maharashtrian, North Indian",400
Tirupati Dosa Centre,3.6,,"Near Andheri East Station, Mumbai","South Indian, Fast Food, Street Food",300
Tirupati Restro & Cafe,3.6,,"Near Andheri East Station, Mumbai","Fast Food, South Indian, Street Food, Chinese, North Indian, Ice Cream, Beverages",500
Domino's Pizza,3.5,,"Near Andheri East Station, Mumbai","Pizza, Fast Food, Desserts, Beverages",400
Sardarji's Kitchen,3.5,,"Near Andheri East Station, Mumbai","North Indian, Chinese",700
Shree Devi,3.5,,"Near Andheri East Station, Mumbai","Chinese, North Indian, Mangalorean, Biryani, Beverages",500
Shree Sharada Pure Veg Restaurant,3.5,,"Near Andheri East Station, Mumbai","South Indian, North Indian, Chinese, Maharashtrian, Street Food, Beverages",550
VITS The City Cafe,3.5,,"Near Andheri East Station, Mumbai","Cafe, Asian, Coffee, Fast Food, Sandwich","1,200"
Radha Krishna,4.2,,"Near Andheri West Station, Mumbai","South Indian, Chinese, Street Food, Fast Food, Mexican, Beverages, Italian",800
Cafe Alfa,4,,"Near Andheri West Station, Mumbai","North Indian, Chinese, Mughlai, Fast Food, Beverages, Ice Cream, Sandwich",500
Oasis,4,,"Near Andheri West Station, Mumbai","North Indian, Chinese, Mughlai, Seafood, Continental, Biryani","1,600"
Moti Mahal Restaurant,3.9,,"Near Andheri West Station, Mumbai","North Indian, Chinese, Mughlai, Biryani, Fast Food, Sandwich, Beverages",600
Hotel Golden Chariot,3.8,,"Near Andheri West Station, Mumbai","North Indian, Chinese, Mughlai, Italian, Pizza, Desserts, Beverages","1,000"
Trupti Farsan & Sweets,3.7,,"Near Andheri West Station, Mumbai","Mithai, Street Food",200
Aditi Juice Centre,3.6,,"Near Andheri West Station, Mumbai","Fast Food, South Indian, Sandwich, Rolls, Beverages, Juices",500
Jain Biscuit Centre,3.6,,"Near Andheri West Station, Mumbai","Mithai, Street Food",450
Cafe Savera,3.5,,"Near Andheri West Station, Mumbai","Mughlai, Chinese, North Indian, Biryani, Kebab",500
Indiana Water's,4.4,703,"Nerul, Navi Mumbai","Chinese, North Indian, Mughlai, Desserts","1,200"
Shosha Buffet Barbeque & Bar,3.7,86,"Nerul, Navi Mumbai","North Indian, Chinese, Continental","1,300"
Venkat's Mantraa Kitchen & Bar,3.7,150,"New Panvel, Navi Mumbai","North Indian, Seafood, Chinese, Desserts, Biryani, Beverages","1,000"
Village Banquet & Resto,3.6,5,"New Panvel, Navi Mumbai","North Indian, Chinese, Seafood",700
Gadda Da Vida - Novotel Mumbai Juhu Beach,4.3,,"Novotel, Juhu, Mumbai","Continental, Fast Food, Seafood","4,500"
The Square - Novotel Mumbai Juhu Beach,3.9,,"Novotel, Juhu, Mumbai","North Indian, Italian, Mughlai, Continental, Desserts, Beverages","3,500"
British Brewing Company,4.3,"3,157","Oberoi Mall, Goregaon East, Mumbai","British, Italian, Burger, Continental, European, Pizza, Salad","2,000"
Asia Kitchen By Mainland China,4.3,"1,188","Oberoi Mall, Goregaon East, Mumbai","Chinese, Asian, Sushi, Seafood, Desserts, Thai","2,000"
Olive Bistro,4.1,"1,955","Oberoi Mall, Goregaon East, Mumbai","Italian, Pizza, Fast Food","2,300"
Sammy Sosa,4.9,"3,781","Oshiwara, Andheri West, Mumbai","Mexican, Italian, Continental, Salad, Asian","1,600"
Yazu - Pan Asian Supper Club,4.8,"1,458","Oshiwara, Andheri West, Mumbai","Thai, Korean, Japanese, Chinese, Beverages, Desserts, Ice Cream","1,800"
Quesso Ristorante,4.6,"2,712","Oshiwara, Andheri West, Mumbai","Continental, Mexican, Italian, Mediterranean, Thai, Desserts","1,700"
1 BHK - Brew House Kitchen,4.5,"2,351","Oshiwara, Andheri West, Mumbai","North Indian, Italian, Parsi, European, Desserts","1,600"
Nawab-E-Dilli - Kitchen & Bar,3.9,321,"Oshiwara, Andheri West, Mumbai","Thai, Biryani, Chinese, North Indian, Kebab, Seafood",800
Sky Garden,4.2,470,"Owale, Thane West, Thane","Chinese, Maharashtrian, North Indian, Continental, Beverages, Mughlai","1,500"
The Shelter Farms,4,419,"Owale, Thane West, Thane","Chinese, North Indian, Mughlai, Seafood","1,300"
Smoke House Deli,4.7,,"Pali Hill, Bandra West, Mumbai","Italian, Pasta, Burger, Salad, Sandwich, Healthy Food, Juices, Beverages","2,500"
Blue's Kitchen By Loima,4.6,,"Pali Hill, Bandra West, Mumbai","Japanese, Thai, Sushi","1,800"
Butter Chicken Factory,4.6,,"Pali Hill, Bandra West, Mumbai","North Indian, Kebab, Biryani, Rolls","1,200"
Coffee By Di Bella,4.6,,"Pali Hill, Bandra West, Mumbai","Beverages, Desserts",400
Le 15 Patisserie,4.5,,"Pali Hill, Bandra West, Mumbai","Bakery, Desserts",200
Veranda,4.5,,"Pali Hill, Bandra West, Mumbai","Modern Indian, North Indian","2,200"
Candies,4.4,,"Pali Hill, Bandra West, Mumbai","Cafe, Bakery, North Indian, Chinese, Beverages, Italian",650
Chantilly,4.4,,"Pali Hill, Bandra West, Mumbai","Bakery, Desserts, Beverages",700
Khane Khas,4.3,,"Pali Hill, Bandra West, Mumbai","North Indian, Mughlai, Biryani, Rolls","1,000"
La Pino'z Pizza,4.3,,"Pali Hill, Bandra West, Mumbai","Pizza, Fast Food",500
Pali Bhavan,4.3,,"Pali Hill, Bandra West, Mumbai","North Indian, South Indian","3,000"
Pali Village Cafe,4.3,,"Pali Hill, Bandra West, Mumbai","Continental, Italian, Fast Food, Mexican, Beverages","3,000"
Seeds Of Life,4.3,,"Pali Hill, Bandra West, Mumbai","Sandwich, Healthy Food, Salad, Italian, Beverages, Desserts",900
Eddies Bistro,4.2,"1,192","Pali Hill, Bandra West, Mumbai","European, Continental, Italian","2,000"
PJ's,4.2,"1,157","Pali Hill, Bandra West, Mumbai","Continental, Chinese, North Indian",700
Eat Around the Corner,4.2,,"Pali Hill, Bandra West, Mumbai","American, Italian, Lebanese, Desserts","1,100"
Hoppumm,4.2,,"Pali Hill, Bandra West, Mumbai",Sri Lankan,800
Mahlzeit - Berlin Street Food,4.2,,"Pali Hill, Bandra West, Mumbai","European, Turkish, Fast Food, Salad, Continental, Beverages",750
Papa Pancho Da Dhaba,4.2,,"Pali Hill, Bandra West, Mumbai","North Indian, Street Food, Beverages",750
The Tanjore Tiffin Room,4.2,,"Pali Hill, Bandra West, Mumbai","Chettinad, South Indian, Biryani","1,500"
Toto's Garage,4.1,"1,069","Pali Hill, Bandra West, Mumbai","North Indian, Chinese, Continental","1,800"
Blue Tokai Coffee Roasters,4.1,,"Pali Hill, Bandra West, Mumbai","Burger, Tea, Sandwich, Pasta, American, Lebanese, Mediterranean, European",700
Craving Salad,4.1,,"Pali Hill, Bandra West, Mumbai","Salad, Healthy Food, Juices",500
Janata Lunch Home,4.1,,"Pali Hill, Bandra West, Mumbai","Chinese, North Indian",800
Kitchen Garden By Suzette,4.1,,"Pali Hill, Bandra West, Mumbai","Healthy Food, Beverages, Salad","1,000"
La Loca Maria,4.1,,"Pali Hill, Bandra West, Mumbai","European, Burger, Mexican, Sandwich, Ice Cream","1,100"
Lashkara By Punjab Sweet House,4.1,,"Pali Hill, Bandra West, Mumbai","North Indian, Street Food, Mithai",800
New York Burrito Company,4.1,,"Pali Hill, Bandra West, Mumbai","Mexican, Fast Food, Beverages",500
Rolls Mania,4.1,,"Pali Hill, Bandra West, Mumbai","Rolls, Fast Food, Beverages",500
Soul Fry,4.1,,"Pali Hill, Bandra West, Mumbai","Goan, Seafood","1,000"
SOY Asian Kitchen,4.1,,"Pali Hill, Bandra West, Mumbai","Thai, Malaysian, Asian","1,200"
The Drawing Room - Smoke House Deli,4.1,,"Pali Hill, Bandra West, Mumbai","Italian, European, Fast Food","2,000"
The Village Shop,4.1,,"Pali Hill, Bandra West, Mumbai","Healthy Food, Beverages, Desserts","1,100"
BusaGo,4,,"Pali Hill, Bandra West, Mumbai","Fast Food, Juices, Beverages",600
Cafe Bandra,4,,"Pali Hill, Bandra West, Mumbai","Cafe, Italian, Continental, Chinese, Beverages","1,300"
DANIEL PÂTISSIER,4,,"Pali Hill, Bandra West, Mumbai","Bakery, Desserts",300
Gondola,4,,"Pali Hill, Bandra West, Mumbai","Chinese, Continental, Seafood","1,400"
Leavessence,4,,"Pali Hill, Bandra West, Mumbai","Desserts, Paan",300
Melting Morsels,4,,"Pali Hill, Bandra West, Mumbai","Desserts, Bakery, Fast Food, Beverages",300
Shree Sagar Pure Veg,4,,"Pali Hill, Bandra West, Mumbai","North Indian, Chinese, South Indian, Street Food, Fast Food",750
The Family Table By Joseph's,4,,"Pali Hill, Bandra West, Mumbai","Bakery, Fast Food, Desserts",400
Yumergency,4,,"Pali Hill, Bandra West, Mumbai","Desserts, Bakery",550
High On Tea,3.9,,"Pali Hill, Bandra West, Mumbai","Cafe, Tea",600
Sequel Bistro & Juice Bar,3.9,,"Pali Hill, Bandra West, Mumbai","Healthy Food, Beverages","1,500"
Soy Street,3.9,,"Pali Hill, Bandra West, Mumbai","Chinese, Thai, Beverages",600
yoursdrooly,3.9,,"Pali Hill, Bandra West, Mumbai","Thai, Malaysian, Chinese, Continental, North Indian",500
Ashmick's Snack Shack,3.8,,"Pali Hill, Bandra West, Mumbai","Parsi, Fast Food, Rolls",400
Carni House,3.8,,"Pali Hill, Bandra West, Mumbai","Fast Food, Beverages",550
Fire Wings,3.8,,"Pali Hill, Bandra West, Mumbai","BBQ, Continental, Mexican, Fast Food, Beverages",700
Lean Kitchen By Maya,3.8,,"Pali Hill, Bandra West, Mumbai","Healthy Food, European, Continental, Asian","1,100"
Salim's Shahi Sigdi,3.8,,"Pali Hill, Bandra West, Mumbai","Mughlai, Kebab, Rolls, Afghan, Chinese",500
Terra - Solar Bar,3.8,,"Pali Hill, Bandra West, Mumbai","Finger Food, Salad, Desserts","1,500"
The Gypsy Table,3.8,,"Pali Hill, Bandra West, Mumbai","Fast Food, Beverages",500
The Latin Mess,3.8,,"Pali Hill, Bandra West, Mumbai","Mexican, Brazilian, Peruvian, South American",700
Ustaad'Z,3.8,,"Pali Hill, Bandra West, Mumbai","Mughlai, Rolls, North Indian, Kebab",450
Annapurna Farsan Mart,3.7,,"Pali Hill, Bandra West, Mumbai","Fast Food, Mithai",300
Levantine,3.7,,"Pali Hill, Bandra West, Mumbai","Cafe, Desserts",500
Nothing But Chicken,3.7,,"Pali Hill, Bandra West, Mumbai","Fast Food, BBQ, Salad, Charcoal Chicken",400
Perch Wine And Coffee Bar,3.7,,"Pali Hill, Bandra West, Mumbai","Cafe, Mediterranean, Continental, Desserts, Beverages","2,000"
Topiitto,3.7,,"Pali Hill, Bandra West, Mumbai","Fast Food, Frozen Yogurt, Beverages, Italian",400
Jude Fast Food,3.6,,"Pali Hill, Bandra West, Mumbai",Fast Food,350
Mongoose - The Bubble Bar,3.6,,"Pali Hill, Bandra West, Mumbai","Cafe, Japanese, Thai, Sushi, Asian, Beverages","1,500"
The Tha'l Co Express,3.6,,"Pali Hill, Bandra West, Mumbai","Bohri, North Indian, Fast Food",800
Woodside Inn,3.6,,"Pali Hill, Bandra West, Mumbai","Continental, Fast Food, Beverages","1,000"
Z Cafe Lounge,3.6,,"Pali Hill, Bandra West, Mumbai","North Indian, Chinese, Continental, Fast Food, Beverages",500
Joost Juice Bar,3.5,,"Pali Hill, Bandra West, Mumbai",Beverages,400
Kareem's,3.5,,"Pali Hill, Bandra West, Mumbai","North Indian, Mughlai, Biryani, Lebanese, Rolls",550
